"id","area","path","line","kind","qualifiedName","signature","classification","entryAnchor","status","sourceFingerprint","rationale","reviewedAt"
"cpp:src/backend/cpp/database.cpp:get_single_infos_map(const std::vector<CodePair> & code_seqs,const bool mrr,sqlite::Database & db)","cpp","src/backend/cpp/database.cpp","597","function","get_single_infos_map","(const std::vector<CodePair> & code_seqs,const bool mrr,sqlite::Database & db)","deep","database-representations","reviewed","fc4e8a6a001833fddcd8d876643ecd35707156746fb0a67b0cfe110c1f5f2bce","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database.cpp:get_triple_infos_map(const std::vector<TriplePair> & triples,const bool mrr,sqlite::Database & db)","cpp","src/backend/cpp/database.cpp","613","function","get_triple_infos_map","(const std::vector<TriplePair> & triples,const bool mrr,sqlite::Database & db)","deep","database-representations","reviewed","fc4e8a6a001833fddcd8d876643ecd35707156746fb0a67b0cfe110c1f5f2bce","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/admin.cpp:database#create(const std::string & db_path)","cpp","src/backend/cpp/database/admin.cpp","7","function","database#create","(const std::string & db_path)","deep","database-representations","reviewed","d20ecc2813784a1b07278c6f153d1a56548cbe23a354bd72bfe3da50a430386a","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/admin.cpp:database#clear(const std::string & db_path)","cpp","src/backend/cpp/database/admin.cpp","63","function","database#clear","(const std::string & db_path)","deep","database-representations","reviewed","d20ecc2813784a1b07278c6f153d1a56548cbe23a354bd72bfe3da50a430386a","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/deserialize.cpp:database#deserialize(const std::string & str)","cpp","src/backend/cpp/database/deserialize.cpp","4","function","database#deserialize","(const std::string & str)","deep","database-representations","reviewed","aab6c52f8a022d47da92f2561f8e5469135c39cdde6a7ea7797de2eeca3747d6","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/deserialize.cpp:database#deserialize(const std::string & point_str)","cpp","src/backend/cpp/database/deserialize.cpp","24","function","database#deserialize","(const std::string & point_str)","deep","database-representations","reviewed","aab6c52f8a022d47da92f2561f8e5469135c39cdde6a7ea7797de2eeca3747d6","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/deserialize.cpp:database#deserialize(const std::string & polygon_str)","cpp","src/backend/cpp/database/deserialize.cpp","35","function","database#deserialize","(const std::string & polygon_str)","deep","database-representations","reviewed","aab6c52f8a022d47da92f2561f8e5469135c39cdde6a7ea7797de2eeca3747d6","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/deserialize.cpp:parse_equation(const std::string & coeffs_str)","cpp","src/backend/cpp/database/deserialize.cpp","52","function","parse_equation","(const std::string & coeffs_str)","deep","database-representations","reviewed","aab6c52f8a022d47da92f2561f8e5469135c39cdde6a7ea7797de2eeca3747d6","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/deserialize.cpp:database#deserialize(const std::string & coeffs_str)","cpp","src/backend/cpp/database/deserialize.cpp","80","function","database#deserialize","(const std::string & coeffs_str)","deep","database-representations","reviewed","aab6c52f8a022d47da92f2561f8e5469135c39cdde6a7ea7797de2eeca3747d6","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/deserialize.cpp:database#deserialize(const std::string & coeffs_str)","cpp","src/backend/cpp/database/deserialize.cpp","85","function","database#deserialize","(const std::string & coeffs_str)","deep","database-representations","reviewed","aab6c52f8a022d47da92f2561f8e5469135c39cdde6a7ea7797de2eeca3747d6","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/deserialize.cpp:parse_equations(const std::string & equations_str)","cpp","src/backend/cpp/database/deserialize.cpp","90","function","parse_equations","(const std::string & equations_str)","deep","database-representations","reviewed","aab6c52f8a022d47da92f2561f8e5469135c39cdde6a7ea7797de2eeca3747d6","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/deserialize.cpp:database#deserialize(const std::string & equations_str)","cpp","src/backend/cpp/database/deserialize.cpp","105","function","database#deserialize","(const std::string & equations_str)","deep","database-representations","reviewed","aab6c52f8a022d47da92f2561f8e5469135c39cdde6a7ea7797de2eeca3747d6","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/deserialize.cpp:database#deserialize(const std::string & equations_str)","cpp","src/backend/cpp/database/deserialize.cpp","110","function","database#deserialize","(const std::string & equations_str)","deep","database-representations","reviewed","aab6c52f8a022d47da92f2561f8e5469135c39cdde6a7ea7797de2eeca3747d6","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/serialize.cpp:database#serialize(std::ostream & os,const CodeType & code_type)","cpp","src/backend/cpp/database/serialize.cpp","3","function","database#serialize","(std::ostream & os,const CodeType & code_type)","deep","database-representations","reviewed","0085cb59b684b01215c8dacfc7f7526e3b80417a42a036be10d4ec49e62bfe27","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/serialize.cpp:database#serialize(std::ostream & os,const CodeSequence & code_sequence)","cpp","src/backend/cpp/database/serialize.cpp","25","function","database#serialize","(std::ostream & os,const CodeSequence & code_sequence)","deep","database-representations","reviewed","0085cb59b684b01215c8dacfc7f7526e3b80417a42a036be10d4ec49e62bfe27","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/serialize.cpp:database#serialize(std::ostream & os,const InitialAngles & initial_angles)","cpp","src/backend/cpp/database/serialize.cpp","29","function","database#serialize","(std::ostream & os,const InitialAngles & initial_angles)","deep","database-representations","reviewed","0085cb59b684b01215c8dacfc7f7526e3b80417a42a036be10d4ec49e62bfe27","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/serialize.cpp:database#serialize(std::ostream & os,const PointQ & point)","cpp","src/backend/cpp/database/serialize.cpp","33","function","database#serialize","(std::ostream & os,const PointQ & point)","deep","database-representations","reviewed","0085cb59b684b01215c8dacfc7f7526e3b80417a42a036be10d4ec49e62bfe27","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/serialize.cpp:database#serialize(std::ostream & os,const std::vector<PointQ> & points)","cpp","src/backend/cpp/database/serialize.cpp","37","function","database#serialize","(std::ostream & os,const std::vector<PointQ> & points)","deep","database-representations","reviewed","0085cb59b684b01215c8dacfc7f7526e3b80417a42a036be10d4ec49e62bfe27","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/serialize.cpp:database#serialize(std::ostream & os,const LinComMapZ<Trig<LinComArrZ<XY>>> & equation)","cpp","src/backend/cpp/database/serialize.cpp","53","function","database#serialize","(std::ostream & os,const LinComMapZ<Trig<LinComArrZ<XY>>> & equation)","deep","database-representations","reviewed","0085cb59b684b01215c8dacfc7f7526e3b80417a42a036be10d4ec49e62bfe27","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/serialize.cpp:database#serialize(std::ostream & os,const std::set<LinComMapZ<Trig<LinComArrZ<XY>>>> & eqs)","cpp","src/backend/cpp/database/serialize.cpp","76","function","database#serialize","(std::ostream & os,const std::set<LinComMapZ<Trig<LinComArrZ<XY>>>> & eqs)","deep","database-representations","reviewed","0085cb59b684b01215c8dacfc7f7526e3b80417a42a036be10d4ec49e62bfe27","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/viewer.cpp:convert_points(const T & points)","cpp","src/backend/cpp/database/viewer.cpp","5","function","convert_points","(const T & points)","deep","database-representations","reviewed","16afbb89b629932c8ef4177a2bf9b96c9254d2ffd074c17357fbd5737ef0bdca","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/viewer.cpp:convert_equations(const T & equations)","cpp","src/backend/cpp/database/viewer.cpp","29","function","convert_equations","(const T & equations)","deep","database-representations","reviewed","16afbb89b629932c8ef4177a2bf9b96c9254d2ffd074c17357fbd5737ef0bdca","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/viewer.cpp:convert_left_rights(const T & left_rights)","cpp","src/backend/cpp/database/viewer.cpp","49","function","convert_left_rights","(const T & left_rights)","deep","database-representations","reviewed","16afbb89b629932c8ef4177a2bf9b96c9254d2ffd074c17357fbd5737ef0bdca","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/viewer.cpp:database#in(const CodeSequence & code_seq,const CodeType & code_type,sqlite::Database & db)","cpp","src/backend/cpp/database/viewer.cpp","67","function","database#in","(const CodeSequence & code_seq,const CodeType & code_type,sqlite::Database & db)","deep","database-representations","reviewed","16afbb89b629932c8ef4177a2bf9b96c9254d2ffd074c17357fbd5737ef0bdca","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/viewer.cpp:save_impl(const CodeSequence & code_seq,const CodeType & code_type,const T & info,sqlite::Database & db)","cpp","src/backend/cpp/database/viewer.cpp","79","function","save_impl","(const CodeSequence & code_seq,const CodeType & code_type,const T & info,sqlite::Database & db)","deep","database-representations","reviewed","16afbb89b629932c8ef4177a2bf9b96c9254d2ffd074c17357fbd5737ef0bdca","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/viewer.cpp:database#delete_from_db(const CodeSequence & code_seq,const CodeType & code_type,sqlite::Database & db)","cpp","src/backend/cpp/database/viewer.cpp","101","function","database#delete_from_db","(const CodeSequence & code_seq,const CodeType & code_type,sqlite::Database & db)","deep","database-representations","reviewed","16afbb89b629932c8ef4177a2bf9b96c9254d2ffd074c17357fbd5737ef0bdca","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/viewer.cpp:database#save(const CodeSequence & code_seq,const CodeType & code_type,const Stable & info,sqlite::Database & db)","cpp","src/backend/cpp/database/viewer.cpp","109","function","database#save","(const CodeSequence & code_seq,const CodeType & code_type,const Stable & info,sqlite::Database & db)","deep","database-representations","reviewed","16afbb89b629932c8ef4177a2bf9b96c9254d2ffd074c17357fbd5737ef0bdca","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/viewer.cpp:database#save(const CodeSequence & code_seq,const CodeType & code_type,const Unstable & info,sqlite::Database & db)","cpp","src/backend/cpp/database/viewer.cpp","113","function","database#save","(const CodeSequence & code_seq,const CodeType & code_type,const Unstable & info,sqlite::Database & db)","deep","database-representations","reviewed","16afbb89b629932c8ef4177a2bf9b96c9254d2ffd074c17357fbd5737ef0bdca","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/viewer.cpp:save_impl(const CodeSequence & base_code_seq,const CodeSequence & code_seq,const CodeType & code_type,const T & info,sqlite::Database & db)","cpp","src/backend/cpp/database/viewer.cpp","119","function","save_impl","(const CodeSequence & base_code_seq,const CodeSequence & code_seq,const CodeType & code_type,const T & info,sqlite::Database & db)","deep","database-representations","reviewed","16afbb89b629932c8ef4177a2bf9b96c9254d2ffd074c17357fbd5737ef0bdca","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/viewer.cpp:database#save(const CodeSequence & base_code_seq,const CodeSequence & code_seq,const CodeType & code_type,const Stable & info,sqlite::Database & db)","cpp","src/backend/cpp/database/viewer.cpp","137","function","database#save","(const CodeSequence & base_code_seq,const CodeSequence & code_seq,const CodeType & code_type,const Stable & info,sqlite::Database & db)","deep","database-representations","reviewed","16afbb89b629932c8ef4177a2bf9b96c9254d2ffd074c17357fbd5737ef0bdca","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/viewer.cpp:database#save(const CodeSequence & base_code_seq,const CodeSequence & code_seq,const CodeType & code_type,const Unstable & info,sqlite::Database & db)","cpp","src/backend/cpp/database/viewer.cpp","141","function","database#save","(const CodeSequence & base_code_seq,const CodeSequence & code_seq,const CodeType & code_type,const Unstable & info,sqlite::Database & db)","deep","database-representations","reviewed","16afbb89b629932c8ef4177a2bf9b96c9254d2ffd074c17357fbd5737ef0bdca","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/viewer.cpp:database#load_picture(const CodeSequence & code_seq,const CodeType & code_type,sqlite::Database & db)","cpp","src/backend/cpp/database/viewer.cpp","145","function","database#load_picture","(const CodeSequence & code_seq,const CodeType & code_type,sqlite::Database & db)","deep","database-representations","reviewed","16afbb89b629932c8ef4177a2bf9b96c9254d2ffd074c17357fbd5737ef0bdca","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/viewer.cpp:database#load_info(const CodeSequence & code_seq,const CodeType & code_type,sqlite::Database & db)","cpp","src/backend/cpp/database/viewer.cpp","157","function","database#load_info","(const CodeSequence & code_seq,const CodeType & code_type,sqlite::Database & db)","deep","database-representations","reviewed","16afbb89b629932c8ef4177a2bf9b96c9254d2ffd074c17357fbd5737ef0bdca","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/viewer.cpp:parse_left_rights(const std::string & str)","cpp","src/backend/cpp/database/viewer.cpp","171","function","parse_left_rights","(const std::string & str)","deep","database-representations","reviewed","16afbb89b629932c8ef4177a2bf9b96c9254d2ffd074c17357fbd5737ef0bdca","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/database/viewer.cpp:database#load_left_rights(const CodeSequence & code_seq,const CodeType & code_type,sqlite::Database & db)","cpp","src/backend/cpp/database/viewer.cpp","196","function","database#load_left_rights","(const CodeSequence & code_seq,const CodeType & code_type,sqlite::Database & db)","deep","database-representations","reviewed","16afbb89b629932c8ef4177a2bf9b96c9254d2ffd074c17357fbd5737ef0bdca","Database schema, exact text grammars, canonical MRR records, MRR versus ALL proof data, lazy cache behavior, factor-removal assembly, failures, and benchmarks are explained in handbook Section 14.31.","2026-07-17"
"cpp:src/backend/cpp/diff.cpp:diff(const LinComArrZ<XYEta> & equation)","cpp","src/backend/cpp/diff.cpp","4","function","diff","(const LinComArrZ<XYEta> & equation)","deep","cpp:src/backend/cpp/diff.cpp:diff(const LinComArrZ<XYEta> & equation)","reviewed","1ba21a75b5a4da2f031ce1085db254459005f314408f1123f4064beba840e798","Exact symbolic chain-rule, coordinate-type, template dispatch, cache invariant, overflow boundary, downstream Jacobian, and test contracts in handbook Section 14.155.","2026-07-18"
"cpp:src/backend/cpp/diff.cpp:diff(const LinComArrZ<XYEta> & equation)","cpp","src/backend/cpp/diff.cpp","9","function","diff","(const LinComArrZ<XYEta> & equation)","deep","cpp:src/backend/cpp/diff.cpp:diff(const LinComArrZ<XYEta> & equation)","reviewed","1ba21a75b5a4da2f031ce1085db254459005f314408f1123f4064beba840e798","Exact symbolic chain-rule, coordinate-type, template dispatch, cache invariant, overflow boundary, downstream Jacobian, and test contracts in handbook Section 14.155.","2026-07-18"
"cpp:src/backend/cpp/diff.cpp:diff(const LinComMapQ<Sin<LinComArrQ<XEta>>> & equation)","cpp","src/backend/cpp/diff.cpp","15","function","diff","(const LinComMapQ<Sin<LinComArrQ<XEta>>> & equation)","deep","cpp:src/backend/cpp/diff.cpp:diff(const LinComMapQ<Sin<LinComArrQ<XEta>>> & equation)","reviewed","1ba21a75b5a4da2f031ce1085db254459005f314408f1123f4064beba840e798","Exact symbolic chain-rule, coordinate-type, template dispatch, cache invariant, overflow boundary, downstream Jacobian, and test contracts in handbook Section 14.155.","2026-07-18"
"cpp:src/backend/cpp/diff.cpp:diff(const LinComMapQ<Cos<LinComArrQ<XEta>>> & equation)","cpp","src/backend/cpp/diff.cpp","33","function","diff","(const LinComMapQ<Cos<LinComArrQ<XEta>>> & equation)","deep","cpp:src/backend/cpp/diff.cpp:diff(const LinComMapQ<Cos<LinComArrQ<XEta>>> & equation)","reviewed","1ba21a75b5a4da2f031ce1085db254459005f314408f1123f4064beba840e798","Exact symbolic chain-rule, coordinate-type, template dispatch, cache invariant, overflow boundary, downstream Jacobian, and test contracts in handbook Section 14.155.","2026-07-18"
"cpp:src/backend/cpp/diff.cpp:diff(const LinComMapQ<Sin<LinComArrQ<YEta>>> & equation)","cpp","src/backend/cpp/diff.cpp","51","function","diff","(const LinComMapQ<Sin<LinComArrQ<YEta>>> & equation)","deep","cpp:src/backend/cpp/diff.cpp:diff(const LinComMapQ<Sin<LinComArrQ<YEta>>> & equation)","reviewed","1ba21a75b5a4da2f031ce1085db254459005f314408f1123f4064beba840e798","Exact symbolic chain-rule, coordinate-type, template dispatch, cache invariant, overflow boundary, downstream Jacobian, and test contracts in handbook Section 14.155.","2026-07-18"
"cpp:src/backend/cpp/diff.cpp:diff(const LinComMapQ<Cos<LinComArrQ<YEta>>> & equation)","cpp","src/backend/cpp/diff.cpp","69","function","diff","(const LinComMapQ<Cos<LinComArrQ<YEta>>> & equation)","deep","cpp:src/backend/cpp/diff.cpp:diff(const LinComMapQ<Cos<LinComArrQ<YEta>>> & equation)","reviewed","1ba21a75b5a4da2f031ce1085db254459005f314408f1123f4064beba840e798","Exact symbolic chain-rule, coordinate-type, template dispatch, cache invariant, overflow boundary, downstream Jacobian, and test contracts in handbook Section 14.155.","2026-07-18"
"cpp:src/backend/cpp/division.cpp:MonomialZ","cpp","src/backend/cpp/division.cpp","7","typedef","MonomialZ","","grouped-trivial","division-private-state","grouped-trivial","0fedbcd642151daa1697a8651c3119c64c83efea3a06acc0022cc081180f774f","Private aliases and state fields are grouped with their exact invariants and state-machine roles in Section 14.15.","2026-07-16"
"cpp:src/backend/cpp/division.cpp:PolynomialZ","cpp","src/backend/cpp/division.cpp","9","typedef","PolynomialZ","","grouped-trivial","division-private-state","grouped-trivial","0fedbcd642151daa1697a8651c3119c64c83efea3a06acc0022cc081180f774f","Private aliases and state fields are grouped with their exact invariants and state-machine roles in Section 14.15.","2026-07-16"
"cpp:src/backend/cpp/division.cpp:max_coeffs(const LinComMapZ<Trig<LinComArrZ<XY>>> & lin_com)","cpp","src/backend/cpp/division.cpp","21","function","max_coeffs","(const LinComMapZ<Trig<LinComArrZ<XY>>> & lin_com)","deep","trig-division","reviewed","0fedbcd642151daa1697a8651c3119c64c83efea3a06acc0022cc081180f774f","Laurent conversion, all division loops and branches, quotient reconstruction, provenance insertion, pruning, and arbitrary factor division are explained in Section 14.15.","2026-07-16"
"cpp:src/backend/cpp/division.cpp:to_poly(const LinComMapZ<Sin<LinComArrZ<XY>>> & lin_com)","cpp","src/backend/cpp/division.cpp","43","function","to_poly","(const LinComMapZ<Sin<LinComArrZ<XY>>> & lin_com)","deep","trig-division","reviewed","0fedbcd642151daa1697a8651c3119c64c83efea3a06acc0022cc081180f774f","Laurent conversion, all division loops and branches, quotient reconstruction, provenance insertion, pruning, and arbitrary factor division are explained in Section 14.15.","2026-07-16"
"cpp:src/backend/cpp/division.cpp:to_poly(const LinComMapZ<Cos<LinComArrZ<XY>>> & lin_com)","cpp","src/backend/cpp/division.cpp","69","function","to_poly","(const LinComMapZ<Cos<LinComArrZ<XY>>> & lin_com)","deep","trig-division","reviewed","0fedbcd642151daa1697a8651c3119c64c83efea3a06acc0022cc081180f774f","Laurent conversion, all division loops and branches, quotient reconstruction, provenance insertion, pruning, and arbitrary factor division are explained in Section 14.15.","2026-07-16"
"cpp:src/backend/cpp/division.cpp:first_term_divides(const PolynomialZ<ST> & poly)","cpp","src/backend/cpp/division.cpp","96","function","first_term_divides","(const PolynomialZ<ST> & poly)","deep","trig-division","reviewed","0fedbcd642151daa1697a8651c3119c64c83efea3a06acc0022cc081180f774f","Laurent conversion, all division loops and branches, quotient reconstruction, provenance insertion, pruning, and arbitrary factor division are explained in Section 14.15.","2026-07-16"
"cpp:src/backend/cpp/division.cpp:first_term_divides(const PolynomialZ<ST> & poly)","cpp","src/backend/cpp/division.cpp","108","function","first_term_divides","(const PolynomialZ<ST> & poly)","deep","trig-division","reviewed","0fedbcd642151daa1697a8651c3119c64c83efea3a06acc0022cc081180f774f","Laurent conversion, all division loops and branches, quotient reconstruction, provenance insertion, pruning, and arbitrary factor division are explained in Section 14.15.","2026-07-16"
"cpp:src/backend/cpp/division.cpp:divide_x2m1_full(PolynomialZ<ST> remainder)","cpp","src/backend/cpp/division.cpp","120","function","divide_x2m1_full","(PolynomialZ<ST> remainder)","deep","trig-division","reviewed","0fedbcd642151daa1697a8651c3119c64c83efea3a06acc0022cc081180f774f","Laurent conversion, all division loops and branches, quotient reconstruction, provenance insertion, pruning, and arbitrary factor division are explained in Section 14.15.","2026-07-16"
"cpp:src/backend/cpp/division.cpp:divide_x2m1_partial(PolynomialZ<ST> remainder)","cpp","src/backend/cpp/division.cpp","156","function","divide_x2m1_partial","(PolynomialZ<ST> remainder)","deep","trig-division","reviewed","0fedbcd642151daa1697a8651c3119c64c83efea3a06acc0022cc081180f774f","Laurent conversion, all division loops and branches, quotient reconstruction, provenance insertion, pruning, and arbitrary factor division are explained in Section 14.15.","2026-07-16"
"cpp:src/backend/cpp/division.cpp:divide_x2m1_full(PolynomialZ<ST> remainder)","cpp","src/backend/cpp/division.cpp","197","function","divide_x2m1_full","(PolynomialZ<ST> remainder)","deep","trig-division","reviewed","0fedbcd642151daa1697a8651c3119c64c83efea3a06acc0022cc081180f774f","Laurent conversion, all division loops and branches, quotient reconstruction, provenance insertion, pruning, and arbitrary factor division are explained in Section 14.15.","2026-07-16"
"cpp:src/backend/cpp/division.cpp:divide_x2m1_partial(PolynomialZ<ST> remainder)","cpp","src/backend/cpp/division.cpp","222","function","divide_x2m1_partial","(PolynomialZ<ST> remainder)","deep","trig-division","reviewed","0fedbcd642151daa1697a8651c3119c64c83efea3a06acc0022cc081180f774f","Laurent conversion, all division loops and branches, quotient reconstruction, provenance insertion, pruning, and arbitrary factor division are explained in Section 14.15.","2026-07-16"
"cpp:src/backend/cpp/division.cpp:to_sin(const PolynomialZ<ST> & numer,const MonomialZ<ST> & denom)","cpp","src/backend/cpp/division.cpp","252","function","to_sin","(const PolynomialZ<ST> & numer,const MonomialZ<ST> & denom)","deep","trig-division","reviewed","0fedbcd642151daa1697a8651c3119c64c83efea3a06acc0022cc081180f774f","Laurent conversion, all division loops and branches, quotient reconstruction, provenance insertion, pruning, and arbitrary factor division are explained in Section 14.15.","2026-07-16"
"cpp:src/backend/cpp/division.cpp:to_cos(const PolynomialZ<ST> & numer,const MonomialZ<ST> & denom)","cpp","src/backend/cpp/division.cpp","304","function","to_cos","(const PolynomialZ<ST> & numer,const MonomialZ<ST> & denom)","deep","trig-division","reviewed","0fedbcd642151daa1697a8651c3119c64c83efea3a06acc0022cc081180f774f","Laurent conversion, all division loops and branches, quotient reconstruction, provenance insertion, pruning, and arbitrary factor division are explained in Section 14.15.","2026-07-16"
"cpp:src/backend/cpp/division.cpp:divide_out_lines_general_lr(const LinComMapZ<T> & lin_com,CurvesLR & curves,const LeftRight & left_right,bool one_over_i)","cpp","src/backend/cpp/division.cpp","396","function","divide_out_lines_general_lr","(const LinComMapZ<T> & lin_com,CurvesLR & curves,const LeftRight & left_right,bool one_over_i)","deep","trig-division","reviewed","0fedbcd642151daa1697a8651c3119c64c83efea3a06acc0022cc081180f774f","Laurent conversion, all division loops and branches, quotient reconstruction, provenance insertion, pruning, and arbitrary factor division are explained in Section 14.15.","2026-07-16"
"cpp:src/backend/cpp/division.cpp:divide_out_lines_lr(const LinComMapZ<Sin<LinComArrZ<XY>>> & lin_com,CurvesLR & curves,const LeftRight & left_right)","cpp","src/backend/cpp/division.cpp","475","function","divide_out_lines_lr","(const LinComMapZ<Sin<LinComArrZ<XY>>> & lin_com,CurvesLR & curves,const LeftRight & left_right)","deep","trig-division","reviewed","0fedbcd642151daa1697a8651c3119c64c83efea3a06acc0022cc081180f774f","Laurent conversion, all division loops and branches, quotient reconstruction, provenance insertion, pruning, and arbitrary factor division are explained in Section 14.15.","2026-07-16"
